Mês;Dia_semana;Dia_mês;Aluno_almoço;Bolsista_almoço;Pós_Doc_almoço;Aluno_Externo_almoço;Comunidade_almoço;Func_almoço;Visitante_almoço;Total_almoço;Aluno_jantar;Bolsista_jantar;Pós_Doc_jantar;Aluno_Externo_jantar;Comunidade_jantar;Func_jantar;Visitante;Total_jantar;Total_dia;Café;Café_Bolsista;Total_dia_com_café
11;sex;14;1603;692;6;13;71;5;0;2390;798;455;4;4;64;2;0;1327;3717;241;200;4158
11;sáb;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;0
11;dom;16;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;0
11;seg;17;1803;704;14;13;47;5;1;2587;1370;623;6;5;42;1;0;2047;4634;285;243;5162
11;ter;18;2008;797;14;16;59;6;0;2900;1465;695;3;3;50;2;0;2218;5118;268;225;5611
11;qua;19;1896;753;15;10;0;8;0;2682;1290;615;3;2;0;0;0;1910;4592;280;242;5114
11;qui;20;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;0
11;sex;21;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;0
11;sáb;22;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;0
11;dom;23;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;0
11;seg;24;1347;516;11;16;57;5;0;1952;1580;684;5;5;24;1;0;2299;4251;206;172;4629
11;ter;25;1728;647;10;12;73;4;0;2474;1346;604;6;3;63;1;0;2023;4497;271;234;5002
11;qua;26;1737;690;10;19;0;5;0;2461;1746;763;8;5;28;2;0;2552;5013;273;217;5503
11;qui;27;1750;672;12;15;0;7;0;2456;1395;647;5;4;0;1;0;2052;4508;268;209;4985
11;sex;28;1506;648;14;18;0;4;0;2190;1330;659;3;3;0;3;0;1998;4188;241;190;4619
11;sáb;29;1092;504;3;3;0;1;0;1603;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;1603;125;136;1864
11;dom;30;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;0
12;seg;1;1740;682;13;11;74;4;0;2524;1685;719;6;6;31;1;0;2448;4972;242;205;5419
12;ter;2;1851;748;13;17;0;5;1;2635;1336;600;2;5;0;2;0;1945;4580;284;223;5087
12;qua;3;1854;730;15;12;0;5;0;2616;1144;514;2;3;0;1;0;1664;4280;259;203;4742
12;qui;4;1549;649;17;14;0;6;0;2235;1250;600;7;4;0;1;0;1862;4097;244;213;4554
12;sex;5;1339;602;9;20;0;3;0;1973;771;449;3;3;0;1;0;1227;3200;251;198;3649
12;sáb;6;782;398;3;3;0;2;0;1188;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;1188;94;95;1377
12;dom;7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;0
12;seg;8;1518;642;17;15;0;2;0;2194;962;481;4;3;0;1;0;1451;3645;228;183;4056
12;ter;9;1201;515;11;11;0;3;0;1741;959;475;4;2;0;1;0;1441;3182;173;137;3492
12;qua;10;1125;515;12;9;0;4;1;1666;1183;571;4;2;0;1;0;1761;3427;180;160;3767
12;qui;11;1470;672;18;15;0;2;0;2177;1061;526;4;2;0;1;0;1594;3771;195;188;4154
12;sex;12;666;349;10;10;0;4;1;1040;500;321;7;2;0;0;0;830;1870;135;128;2133
12;sáb;13;337;218;7;1;0;2;0;565;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;565;59;51;675
12;dom;14;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;0
12;seg;15;650;370;15;7;0;2;1;1045;443;276;3;2;0;1;0;725;1770;89;95;1954
12;ter;16;513;301;9;4;0;4;1;832;411;282;4;3;0;1;0;701;1533;78;87;1698
12;qua;17;434;245;8;6;0;4;0;697;311;216;2;3;0;0;0;532;1229;71;78;1378
12;qui;18;468;260;11;4;0;7;0;750;262;197;2;1;0;0;0;462;1212;56;69;1337
12;sex;19;301;187;11;2;0;4;0;505;178;146;2;0;0;0;0;326;831;41;59;931
12;sáb;20;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;0
12;dom;21;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;0
12;seg;22;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;0
12;ter;23;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;0
12;qua;24;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;0
12;qui;25;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;0
12;sex;26;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;0
12;sáb;27;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;0
12;dom;28;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;0
12;seg;29;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;0
12;ter;30;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;0
12;qua;31;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;NaN;0
