Mês;Dia_semana;Dia_mês;Aluno_almoço;Bolsista_almoço;Pós_Doc_almoço;Aluno_Externo_almoço;Comunidade_almoço;Func_almoço;Visitante_almoço;Total_almoço;Aluno_jantar;Bolsista_jantar;Pós_Doc_jantar;Aluno_Externo_jantar;Comunidade_jantar;Func_jantar;Visitante;Total_jantar;Total_dia;Café;Total_dia_com_café
8;qui;31;1884;763;5;45;43;1;0;2741;1599;730;4;20;58;0;0;2411;5152;143;5295
9;sex;1;1499;656;6;9;63;3;0;2236;782;376;2;5;70;0;0;1235;3471;141;3612
9;sáb;2;627;348;0;4;0;0;0;979;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;979;NaN;979
9;dom;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;0
9;seg;4;746;369;1;4;71;1;0;1192;645;386;1;3;66;0;0;1101;2293;80;2373
9;ter;5;799;410;1;6;62;0;0;1278;577;333;0;1;64;1;0;976;2254;84;2338
9;qua;6;753;364;3;35;0;2;0;1157;543;331;0;3;0;0;0;877;2034;76;2110
9;qui;7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;0
9;sex;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;0
9;sáb;9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;0
9;dom;10;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;0
9;seg;11;1821;730;5;7;67;1;0;2631;1621;695;1;2;65;0;0;2384;5015;190;5205
9;ter;12;1827;716;2;8;64;1;0;2618;1553;709;4;2;70;0;0;2338;4956;191;5147
9;qua;13;1836;739;4;7;67;3;0;2656;1562;723;3;4;64;0;0;2356;5012;192;5204
9;qui;14;1667;666;5;10;68;2;0;2418;1629;715;5;4;58;0;0;2411;4829;178;5007
9;sex;15;1413;628;8;10;55;2;0;2116;1112;573;2;4;64;0;0;1755;3871;143;4014
9;sáb;16;1006;493;2;4;0;0;0;1505;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;1505;NaN;1505
9;dom;17;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;0
9;seg;18;1820;720;5;9;64;2;0;2620;1601;736;2;3;57;0;0;2399;5019;175;5194
9;ter;19;1812;739;3;7;64;1;0;2626;1532;679;0;3;61;0;0;2275;4901;180;5081
9;qua;20;1847;729;8;13;66;3;0;2666;1391;635;1;6;68;0;0;2101;4767;196;4963
9;qui;21;1864;765;5;11;60;1;0;2706;1404;642;1;3;81;0;0;2131;4837;176;5013
9;sex;22;1705;716;7;7;66;3;0;2504;1261;636;1;3;66;1;0;1968;4472;143;4615
9;sáb;23;950;433;1;2;0;0;0;1386;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;1386;NaN;1386
9;dom;24;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;0
9;seg;25;1740;660;6;10;57;2;0;2475;1705;732;2;3;56;0;0;2498;4973;178;5151
9;ter;26;1760;694;5;12;53;0;0;2524;1514;694;1;6;60;1;0;2276;4800;187;4987
9;qua;27;1865;713;8;11;34;1;0;2632;1462;673;1;5;57;0;0;2198;4830;145;4975
9;qui;28;1954;774;6;10;63;1;0;2808;1403;620;1;7;70;0;0;2101;4909;150;5059
9;sex;29;1674;688;6;7;61;2;0;2438;1055;564;2;5;67;0;0;1693;4131;146;4277
9;sáb;30;1395;592;1;2;0;0;0;1990;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;1990;NaN;1990
10;dom;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;0
10;seg;2;1844;752;2;8;50;1;0;2657;1512;686;4;6;59;0;0;2267;4924;154;5078
10;ter;3;1759;715;6;6;69;1;0;2556;1549;707;4;8;58;0;0;2326;4882;193;5075
10;qua;4;1940;786;8;9;73;3;0;2819;1281;616;3;6;64;0;0;1970;4789;164;4953
10;qui;5;1258;581;3;5;64;3;0;1914;1434;665;1;5;61;2;0;2168;4082;151;4233
10;sex;6;1663;693;4;8;56;3;0;2427;1136;580;2;2;56;0;0;1776;4203;154;4357
10;sáb;7;1214;557;2;3;0;0;0;1776;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;1776;NaN;1776
10;dom;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;0
10;seg;9;1704;697;7;8;62;2;0;2480;1730;787;4;4;58;0;0;2583;5063;168;5231
10;ter;10;1624;659;1;9;57;1;0;2351;1686;753;2;2;62;0;0;2505;4856;171;5027
10;qua;11;394;141;1;3;64;1;0;604;878;443;4;4;61;0;0;1390;1994;82;2076
10;qui;12;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;0
10;sex;13;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;0
10;sáb;14;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;0
10;dom;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;0
10;seg;16;1671;639;6;9;61;1;0;2387;1328;622;4;3;56;0;0;2013;4400;152;4552
10;ter;17;1714;710;6;20;66;2;0;2518;1506;672;3;3;55;0;0;2239;4757;154;4911
10;qua;18;1692;694;6;9;69;2;0;2472;1458;676;1;6;60;0;0;2201;4673;156;4829
10;qui;19;1565;681;6;22;64;3;0;2341;1392;670;1;2;68;0;0;2133;4474;147;4621
10;sex;20;1390;589;2;9;60;3;0;2053;928;475;3;4;60;0;0;1470;3523;130;3653
10;sáb;21;894;420;1;6;0;0;0;1321;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;1321;NaN;1321
10;dom;22;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;0
10;seg;23;1734;674;6;13;69;2;0;2498;1509;659;2;4;69;0;0;2243;4741;165;4906
10;ter;24;1828;731;3;9;67;3;0;2641;1485;662;4;8;55;0;0;2214;4855;192;5047
10;qua;25;1645;689;5;12;54;1;0;2406;1594;740;3;6;65;1;0;2409;4815;165;4980
10;qui;26;1507;630;4;10;71;3;0;2225;1133;564;2;7;64;1;0;1771;3996;148;4144
10;sex;27;1658;683;9;9;70;4;0;2433;839;445;2;3;65;0;0;1354;3787;144;3931
10;sáb;28;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;0
10;dom;29;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;0
10;seg;30;1622;628;9;13;65;2;0;2339;1654;721;4;3;68;0;0;2450;4789;180;4969
10;ter;31;1796;704;7;10;68;3;0;2588;1593;700;5;5;56;0;0;2359;4947;183;5130
11;qua;1;1713;700;5;6;57;2;0;2483;1211;589;4;4;53;0;0;1861;4344;156;4500
11;qui;2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;0
11;sex;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;0
11;sáb;4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;0
11;dom;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;0
11;seg;6;1634;628;5;7;58;3;0;2335;1362;595;1;3;64;0;0;2025;4360;143;4503
11;ter;7;1649;671;5;10;66;2;0;2403;1521;685;4;5;56;0;0;2271;4674;176;4850
11;qua;8;1633;663;6;9;69;3;0;2383;1555;712;2;4;61;1;0;2335;4718;189;4907
11;qui;9;1622;650;4;9;0;4;0;2289;1273;606;4;7;0;0;0;1890;4179;164;4343
11;sex;10;1091;509;8;9;0;4;0;1621;898;480;1;2;0;1;0;1382;3003;156;3159
11;sáb;11;904;427;1;5;0;1;0;1338;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;1338;NaN;1338
11;dom;12;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;0
11;seg;13;1653;665;7;14;0;2;0;2341;1466;658;3;5;0;0;0;2132;4473;176;4649
11;ter;14;1801;764;6;9;0;4;0;2584;1354;623;5;8;0;0;0;1990;4574;185;4759
11;qua;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;0
11;qui;16;1596;653;6;8;56;3;0;2322;1209;574;2;5;55;0;0;1845;4167;158;4325
11;sex;17;1355;559;4;11;52;4;0;1985;794;430;3;5;55;1;0;1288;3273;131;3404
11;sáb;18;729;361;1;5;0;1;0;1097;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;1097;NaN;1097
11;dom;19;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;0
11;seg;20;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;0
11;ter;21;1660;657;6;11;64;5;1;2404;1285;592;2;5;56;0;0;1940;4344;151;4495
11;qua;22;1777;679;6;9;62;3;1;2537;1306;623;3;4;58;1;0;1995;4532;184;4716
11;qui;23;1778;716;3;8;48;4;0;2557;1394;629;1;3;57;1;0;2085;4642;169;4811
11;sex;24;1387;580;4;7;53;3;0;2034;929;475;3;5;53;0;0;1465;3499;153;3652
11;sáb;25;1089;504;2;4;0;0;0;1599;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;1599;NaN;1599
11;dom;26;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;0
11;seg;27;1545;592;7;7;57;4;0;2212;1635;726;2;5;44;0;0;2412;4624;257;4881
11;ter;28;1806;690;6;8;69;5;0;2584;1475;642;3;5;44;0;0;2169;4753;288;5041
11;qua;29;1728;675;5;11;65;4;0;2488;1482;656;3;7;48;0;0;2196;4684;296;4980
11;qui;30;1606;617;4;5;61;5;0;2298;1258;608;0;5;76;0;0;1947;4245;320;4565
12;sex;1;1582;638;3;5;66;2;0;2296;950;514;2;6;63;0;0;1535;3831;273;4104
12;sáb;2;807;405;0;3;0;0;0;1215;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;1215;NaN;1215
12;dom;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;0
12;seg;4;1768;676;6;10;43;3;0;2506;1284;580;2;5;46;0;0;1917;4423;313;4736
12;ter;5;1833;753;5;6;59;5;0;2661;1215;519;2;3;68;0;0;1807;4468;325;4793
12;qua;6;1620;661;5;40;56;5;0;2387;1304;618;2;2;59;1;0;1986;4373;325;4698
12;qui;7;2003;724;4;3;0;5;0;2739;1184;555;3;3;0;0;0;1745;4484;332;4816
12;sex;8;1365;586;5;5;0;3;0;1964;729;576;2;3;0;0;0;1310;3274;275;3549
12;sáb;9;1121;497;0;2;0;1;0;1621;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;1621;NaN;1621
12;dom;10;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;0
12;seg;11;1494;600;7;2;0;1;0;2104;1166;535;1;1;0;0;0;1703;3807;225;4032
12;ter;12;1346;556;4;3;0;1;0;1910;1249;589;4;2;0;0;0;1844;3754;293;4047
12;qua;13;1536;662;4;4;0;5;0;2211;1173;563;0;3;0;0;0;1739;3950;268;4218
12;qui;14;1463;653;4;4;0;3;0;2127;1067;532;2;2;0;0;0;1603;3730;249;3979
12;sex;15;885;445;2;4;0;2;0;1338;548;345;1;3;0;0;0;897;2235;229;2464
12;sáb;16;629;347;1;2;0;0;0;979;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;979;NaN;979
12;dom;17;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;0
12;seg;18;701;370;0;3;0;5;0;1079;665;369;1;3;0;0;0;1038;2117;171;2288
12;ter;19;699;360;7;3;0;4;0;1073;442;273;1;2;0;0;0;718;1791;183;1974
12;qua;20;553;291;2;5;0;3;0;854;432;246;1;3;0;0;0;682;1536;134;1670
12;qui;21;452;226;2;3;0;1;0;684;247;184;1;1;0;0;0;433;1117;97;1214
12;sex;22;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;NaN;0
