Ano,Mês,Dia_semana,Dia_mês,total,prato_principal_1,prato_principal_2,guarnição,sobremesa_1,letivo,feriado,ferias,vespera_nao_letivo,pos_nao_letivo,vespera_feriado,pos_feriado,dias_desde_inicio_ferias,dias_desde_ultimas_ferias,dias_ate_ferias,dias_ate_feriado
2023,11,ter,28,464.0,Carne louca,Almôndega de ricota,Macarrão,Pudim de pão,1,0,0,0,0,0,0,0,113,23,118
2023,11,qua,29,452.0,Frango assado,Bife de PVT,Ervilha parmentier,Bolinho,1,0,0,0,0,0,0,0,114,22,117
2023,11,qui,30,411.0,Pernil,Hamburguer de lentilha,Farofa,Goiabada,1,0,0,0,0,0,0,0,115,21,116
2023,12,sex,1,196.0,Bife,Omelete,Nhoque,Sorvete,1,0,0,0,0,0,0,0,116,20,115
2023,12,sáb,2,0.0,Carne em cubos,PVT,Couve-flor,Barra de cereais,1,0,0,1,0,0,0,0,117,19,114
2023,12,seg,4,351.0,Frango empanado,Ovo frito,Creme de milho,Goiabada,1,0,0,0,1,0,0,0,119,17,112
2023,12,ter,5,400.0,Lasanha bolonhesa,Lasanha de PVT,Vagem,Barra de cereais,1,0,0,0,0,0,0,0,120,16,111
2023,12,qua,6,337.0,Bife,Tomate recheado,Cenoura,Flan de baunilha,1,0,0,0,0,0,0,0,121,15,110
2023,12,qui,7,376.0,Hamburguer,Hamburguer de lentilha,Macarrão,Espumone,1,0,0,0,0,0,0,0,122,14,109
2023,12,sex,8,213.0,Lombo,Baião de dois,Farofa,Mousse de limão,1,0,0,0,0,0,0,0,123,13,108
2023,12,sáb,9,0.0,Isca de frango,Suflê de legumes,Batata doce,Pudim de maria mole,1,0,0,1,0,0,0,0,124,12,107
2023,12,seg,11,170.0,Linguiça,Curry de legumes,Abobrinha,Bolinho,1,0,0,0,1,0,0,0,126,10,105
2023,12,ter,12,326.0,Bife,PVT,Polenta,Arroz doce,1,0,0,0,0,0,0,0,127,9,104
2023,12,qua,13,368.0,Estrogonofe de carne,Estrogonofe de grão de bico,Batata palha,Chocolate,1,0,0,0,0,0,0,0,128,8,103
2023,12,qui,14,402.0,Frango cremoso,Caneloni de brócolis,Batata,Pavê,1,0,0,0,0,0,0,0,129,7,102
2023,12,sex,15,128.0,Peixe frito,Grãos com queijo,Brócolis,Picolé,1,0,0,0,0,0,0,0,130,6,101
2023,12,sáb,16,0.0,Pernil,Omelete,Couve,Torrone,1,0,0,1,0,0,0,0,131,5,100
2023,12,seg,18,68.0,Carne em cubos,Almôndega de feijão,Purês,Goiabada,1,0,0,0,1,0,0,0,133,3,98
2023,12,ter,19,80.0,Bife,Quibe de brócolis,Chuchu,Gelatina,1,0,0,0,0,0,0,0,134,2,97
2023,12,qua,20,47.0,Frango assado,PVT,Polenta,Romeu,1,0,0,1,0,0,0,0,135,1,96
2023,12,qui,21,36.0,Frango empanado,Ovo frito,Creme de milho,Torrone,0,0,1,1,0,0,0,0,0,0,95
2024,1,seg,22,56.0,Bife,PVT,Chuchu,Torrone,0,0,1,1,1,0,0,32,0,0,63
2024,1,ter,23,99.0,Hamburguer,Hamburguer de lentilha,Macarrão,Manjar,0,0,1,1,1,0,0,33,0,0,62
2024,1,qua,24,108.0,Pernil,Omelete,Farofa,Mousse de morango,0,0,1,1,1,0,0,34,0,0,61
2024,1,qui,25,108.0,Carne moída,Quibe de PVT,Batata,Gelatina,0,0,1,1,1,0,0,35,0,0,60
2024,1,sex,26,40.0,Frango assado,Almôndega de aveia,Quiabo,Iogurte,0,0,1,1,1,0,0,36,0,0,59
2024,1,sáb,27,0.0,Lombo,Curry de legumes,Mandioca,Sagu,0,0,1,1,1,0,0,37,0,0,58
2024,1,seg,29,65.0,Carne em cubos,Ovo frito,Legumes,Cocada,0,0,1,1,1,0,0,39,0,0,56
2024,1,ter,30,77.0,Filé de frango,Bife de grão de bico,Purês,Maria mole,0,0,1,1,1,0,0,40,0,0,55
2024,1,qua,31,74.0,Pernil,Bobó de abóbora,Couve,Barra de cereais,0,0,1,1,1,0,0,41,0,0,54
2024,2,qui,1,85.0,Bife,Almôndega de aveia,Couve-flor,Goiabada,0,0,1,1,1,0,0,42,0,0,53
2024,2,sex,2,71.0,Bisteca,Curry de legumes,Farofa,Brigadeirão,0,0,1,1,1,0,0,43,0,0,52
2024,2,sáb,3,0.0,Frango assado,PVT,Chuchu,Pudim de morango,0,0,1,1,1,0,0,44,0,0,51
2024,2,seg,5,81.0,Bife,Tomate recheado,Mandioca,Iogurte,0,0,1,1,1,0,0,46,0,0,49
2024,2,ter,6,101.0,Frango empanado,Bife de feijão,Creme de milho,Gelatina,0,0,1,1,1,0,0,47,0,0,48
2024,2,qua,7,99.0,Lombo,Almôndega de aveia,Farofa,Beijinho,0,0,1,1,1,0,0,48,0,0,47
2024,2,qui,8,91.0,Carne em cubos,Quibe de brócolis,Ervilha parmentier,Manjar,0,0,1,1,1,0,0,49,0,0,46
2024,2,sex,9,58.0,Filé de peixe,Omelete,Batata,Sagu,0,0,1,1,1,0,0,50,0,0,45
2024,2,qui,15,86.0,Bife,Lasanha de queijo,Repolho,Doce de cocada,0,0,1,1,1,0,0,56,0,0,39
2024,2,sex,16,80.0,Carne moída,PVT,Macarrão,Gelatina,0,0,1,1,1,0,0,57,0,0,38
2024,2,sáb,17,0.0,Fricassê de frango,Estrogonofe de PVT,Batata palha,Goiabada,0,0,1,1,1,0,0,58,0,0,37
2024,2,seg,19,89.0,Linguiça,Grão de bico,Farofa,Bolinho,0,0,1,1,1,0,0,60,0,0,35
2024,2,ter,20,122.0,Lasanha bolonhesa,Lasanha de PVT,Brócolis,Mousse de chocolate,0,0,1,1,1,0,0,61,0,0,34
2024,2,qua,21,117.0,Pernil,PVT,Couve,Picolé,0,0,1,1,1,0,0,62,0,0,33
2024,2,qui,22,125.0,Hamburguer,Hamburguer de PVT,Purês,Chocolate,0,0,1,1,1,0,0,63,0,0,32
2024,2,sex,23,87.0,Bife,Omelete,Nhoque,Goiabada,0,0,1,1,1,0,0,64,0,0,31
2024,2,sáb,24,0.0,Frango assado,Grãos com queijo,Abobrinha,Surpresa de abacaxi,0,0,1,1,1,0,0,65,0,0,30
2024,2,seg,26,318.0,Frango empanado,Almôndega de ricota,Creme de milho,Bolinho,1,0,0,0,1,0,0,0,0,127,28
2024,2,ter,27,684.0,Carne moída,PVT,Macarrão,Bananada,1,0,0,0,0,0,0,0,1,126,27
2024,2,qua,28,355.0,Estrogonofe de carne,Suflê de legumes,Batata palha,Pudim de maria mole,1,0,0,0,0,0,0,0,2,125,26
2024,2,qui,29,261.0,Isca de frango,Curry de legumes,Polenta,Barra de cereais,1,0,0,0,0,0,0,0,3,124,25
2024,3,sex,1,229.0,Bife,Cassoulet,Batata doce,Doce de goiabada,1,0,0,0,0,0,0,0,4,123,24
2024,3,sáb,2,0.0,Lombo,PVT,Couve,Gelatina,1,0,0,1,0,0,0,0,5,122,23
2024,3,seg,4,760.0,Frango empanado,PVT,Legumes,Doce de leite,1,0,0,0,1,0,0,0,7,120,21
2024,3,ter,5,748.0,Lasanha bolonhesa,Lasanha de PVT,Acelga,Doce de banana,1,0,0,0,0,0,0,0,8,119,20
2024,3,qua,6,724.0,Frango assado,Suflê de legumes,Purês,Mousse de maracujá,1,0,0,0,0,0,0,0,9,118,19
2024,3,qui,7,740.0,Hamburguer,Hamburguer de lentilha,Macarrão,Bombom,1,0,0,0,0,0,0,0,10,117,18
2024,3,sex,8,411.0,Lombo,Ovo frito,Chuchu,Flan de baunilha,1,0,0,0,0,0,0,0,11,116,17
2024,3,sáb,9,0.0,Lagarto,PVT,Farofa,Pudim de coco,1,0,0,1,0,0,0,0,12,115,16
2024,3,seg,11,699.0,Bife,Quibe de brócolis,Chuchu,Bolinho,1,0,0,0,1,0,0,0,14,113,14
2024,3,ter,12,736.0,Frango empanado,Bife de grão de bico,Creme de milho,Picolé,1,0,0,0,0,0,0,0,15,112,13
2024,3,qua,13,654.0,Bisteca,Baião de dois,Couve,Surpresa de banana,1,0,0,0,0,0,0,0,16,111,12
2024,3,qui,14,657.0,Pernil,Omelete,Repolho,Manjar,1,0,0,0,0,0,0,0,17,110,11
2024,3,sex,15,373.0,Filé de peixe,Grãos com queijo,Brócolis,Pudim de maria mole,1,0,0,0,0,0,0,0,18,109,10
2024,3,sáb,16,0.0,Bisteca,Baião de dois,Couve,Surpresa de banana,1,0,0,1,0,0,0,0,19,108,9
2024,3,seg,18,749.0,Linguiça,Grão de bico,Virado,Iogurte,1,0,0,0,1,0,0,0,21,106,7
2024,3,ter,19,763.0,Carne de panela,Almôndega de aveia,Purês,Gelatina,1,0,0,0,0,0,0,0,22,105,6
2024,3,qua,20,691.0,Frango assado,Ovo frito,Polenta,Barra de cereais,1,0,0,0,0,0,0,0,23,104,5
2024,3,qui,21,749.0,Bife,PVT,Ervilha parmentier,Cocada,1,0,0,0,0,0,0,0,24,103,4
2024,3,qui,21,749.0,Estrogonofe de carne,Estrogonofe de PVT,Batata palha,Brigadeirão,1,0,0,0,0,0,0,0,24,103,4
2024,3,sex,22,358.0,Isca de frango,Ovo frito,Macarrão,Surpresa de abacaxi,1,0,0,0,0,0,0,0,25,102,3
2024,3,sáb,23,0.0,Bife,PVT,Ervilha parmentier,Cocada,1,0,0,1,0,0,0,0,26,101,2
2024,3,seg,25,87.0,Bife,Tomate recheado,Chuchu,Barra de cereais,0,1,0,1,1,1,0,0,28,99,0
2024,3,ter,26,138.0,Fricassê de frango,Grão de bico,Legumes,Sorvete,0,1,0,1,1,1,1,0,29,98,0
2024,3,qua,27,131.0,Cubos de pernil,Curry de legumes,Mandioca,Mosaico,0,1,0,1,1,1,1,0,30,97,0
2024,3,qui,28,177.0,Bife,Bobó de palmito,Batata,Ovo de páscoa,0,1,0,1,1,1,1,0,31,96,0
2024,4,seg,1,638.0,Bife,Suflê de legumes,Chuchu,Pé de moça,1,0,0,0,1,0,0,0,35,92,30
2024,4,ter,2,747.0,Fricassê de frango,Almôndega de aveia,Batata,Sorvete,1,0,0,0,0,0,0,0,36,91,29
2024,4,qua,3,687.0,Cubos de pernil,Curry de legumes,Farofa,Pudim de pão,1,0,0,0,0,0,0,0,37,90,28
2024,4,qui,4,744.0,Lasanha bolonhesa,Lasanha de PVT,Repolho,Torrone,1,0,0,0,0,0,0,0,38,89,27
2024,4,sex,5,327.0,Filé de peixe,Grãos com queijo,Brócolis,Bolinho,1,0,0,0,0,0,0,0,39,88,26
2024,4,sáb,6,0.0,Carne de panela,Omelete,Batata,Cocada,1,0,0,1,0,0,0,0,40,87,25
2024,4,seg,8,720.0,Carne de panela,Grãos gratinados,Couve-flor,Bombom,1,0,0,0,1,0,0,0,42,85,23
2024,4,ter,9,722.0,Bisteca,Cassoulet,Couve,Arroz doce,1,0,0,0,0,0,0,0,43,84,22
2024,4,qua,10,737.0,Bife,Lasanha de queijo,Legumes,Iogurte,1,0,0,0,0,0,0,0,44,83,21
2024,4,qui,11,625.0,Frango assado,Grão de bico,Macarrão,Gelatina,1,0,0,0,0,0,0,0,45,82,20
2024,4,sex,12,440.0,Lombo,Ovo cozido,Virado,Bolinho,1,0,0,0,0,0,0,0,46,81,19
2024,4,sáb,13,0.0,Carne louca,PVT,Batata doce,Mousse de limão,1,0,0,1,0,0,0,0,47,80,18
2024,4,seg,15,720.0,Frango empanado,Ovo cozido,Creme de milho,Chocolate,1,0,0,0,1,0,0,0,49,78,16
2024,4,ter,16,729.0,Linguiça,PVT,Farofa,Picolé,1,0,0,0,0,0,0,0,50,77,15
2024,4,qua,17,629.0,Quibe,Quibe de PVT,Ervilha parmentier,Manjar,1,0,0,0,0,0,0,0,51,76,14
2024,4,qui,18,790.0,Estrogonofe de carne,Estrogonofe de grão de bico,Batata palha,Pé de moça,1,0,0,0,0,0,0,0,52,75,13
2024,4,sex,19,436.0,Bife,Tomate recheado,Nhoque,Brigadeirão,1,0,0,0,0,0,0,0,53,74,12
2024,4,sáb,20,0.0,Frango assado,Grão de bico,Polenta,Surpresa de abacaxi,1,0,0,1,0,0,0,0,54,73,11
2024,4,seg,22,699.0,Frango empanado,PVT,Creme de milho,Doce de leite,1,0,0,0,1,0,0,0,56,71,9
2024,4,ter,23,671.0,Hamburguer,Hamburguer de lentilha,Macarrão,Flan de baunilha,1,0,0,0,0,0,0,0,57,70,8
2024,4,qua,24,633.0,Pernil,Baião de dois,Mandioca,Doce de banana,1,0,0,0,0,0,0,0,58,69,7
2024,4,qui,25,580.0,Bife,Quibe de brócolis,Legumes,Mosaico,1,0,0,0,0,0,0,0,59,68,6
2024,4,sex,26,448.0,Estrogonofe de frango,Estrogonofe de PVT,Batata palha,Pudim de maria mole,1,0,0,0,0,0,0,0,60,67,5
2024,4,sáb,27,0.0,Carne moída,PVT,Cenoura,Mousse de morango,1,0,0,1,0,0,0,0,61,66,4
2024,4,seg,29,640.0,Bife,Moussaka,Vagem,Barra de cereais,1,0,0,0,1,0,0,0,63,64,2
2024,4,ter,30,611.0,Lombo,Bife de feijão,Farofa,Gelatina,1,0,0,1,0,1,0,0,64,63,1
2024,5,qui,2,660.0,Frango empanado,Omelete,Legumes,Bombom,1,0,0,0,1,0,1,0,66,61,28
2024,5,sex,3,366.0,Frango assado,Cassoulet,Polenta,Goiabada,1,0,0,0,0,0,0,0,67,60,27
2024,5,sáb,4,0.0,Pernil,PVT,Chuchu,Mosaico,1,0,0,1,0,0,0,0,68,59,26
2024,5,seg,6,669.0,Carne em cubos,Ovo cozido,Ervilha parmentier,Cocada,1,0,0,0,1,0,0,0,70,57,24
2024,5,ter,7,698.0,Bife,Moussaka,Brócolis,Mousse de morango,1,0,0,0,0,0,0,0,71,56,23
2024,5,qua,8,625.0,Frango assado,Bife de feijão,Abobrinha,Manjar,1,0,0,0,0,0,0,0,72,55,22
2024,5,qui,9,654.0,Lagarto,PVT,Legumes,Iogurte,1,0,0,0,0,0,0,0,73,54,21
2024,5,sex,10,400.0,Pernil,Baião de dois,Mandioca,Brigadeirão,1,0,0,0,0,0,0,0,74,53,20
2024,5,sáb,11,0.0,Bife,PVT,Batata doce,Surpresa de abacaxi,1,0,0,1,0,0,0,0,75,52,19
2024,5,seg,13,648.0,Bife,Tomate recheado,Mandioca,Picolé,1,0,0,0,1,0,0,0,77,50,17
2024,5,ter,14,705.0,Isca de frango,Quibe de brócolis,Vagem,Arroz doce,1,0,0,0,0,0,0,0,78,49,16
2024,5,qua,15,650.0,Lombo,Omelete,Farofa,Chocolate,1,0,0,0,0,0,0,0,79,48,15
2024,5,qui,16,649.0,Carne moída,Suflê de legumes,Polenta,Flan de baunilha,1,0,0,0,0,0,0,0,80,47,14
2024,5,sex,17,354.0,Peixe frito,Almôndega de aveia,Purês,Barra de cereais,1,0,0,0,0,0,0,0,81,46,13
2024,5,sáb,18,0.0,Carne em cubos,PVT,Chuchu,Bananada,1,0,0,1,0,0,0,0,82,45,12
2024,5,seg,20,537.0,Linguiça,Grão de bico,Virado,Bolinho,1,0,0,0,1,0,0,0,84,43,10
2024,5,ter,21,628.0,Lasanha bolonhesa,Lasanha de PVT,Repolho com cenoura,Gelatina,1,0,0,0,0,0,0,0,85,42,9
2024,5,qua,22,504.0,Lombo,Ovo frito,Couve,Pão de mel,1,0,0,0,0,0,0,0,86,41,8
2024,5,qui,23,615.0,Estrogonofe de carne,Bife de PVT,Batata palha,Barra de cereais,1,0,0,0,0,0,0,0,87,40,7
2024,5,sex,24,361.0,Bife,Curry de legumes,Batata,Surpresa de banana,1,0,0,0,0,0,0,0,88,39,6
2024,5,sáb,25,0.0,Filé de frango,Almôndega de aveia,Couve-flor,Goiabada,1,0,0,1,0,0,0,0,89,38,5
2024,5,seg,27,640.0,Frango empanado,Ovo cozido,Creme de milho,Bananada,1,0,0,0,1,0,0,0,91,36,3
2024,5,ter,28,643.0,Hamburguer,Hamburguer de lentilha,Purês,Gelatina,1,0,0,0,0,0,0,0,92,35,2
2024,5,qua,29,531.0,Carne moída,PVT,Macarrão,Pudim de pão,1,0,0,1,0,1,0,0,93,34,1
2024,6,seg,3,606.0,Frango empanado,Bife de feijão,Creme de milho,Doce de batata,1,0,0,0,1,0,0,0,98,29,73
2024,6,ter,4,734.0,Lasanha bolonhesa,Lasanha de queijo,Vagem,Chocolate,1,0,0,0,0,0,0,0,99,28,72
2024,6,qua,5,710.0,Estrogonofe de carne,Estrogonofe de legumes,Batata palha,Flan de baunilha,1,0,0,0,0,0,0,0,100,27,71
2024,6,qui,6,560.0,Lombo,Cassoulet,Couve,Mosaico,1,0,0,0,0,0,0,0,101,26,70
2024,6,sex,7,363.0,Frango assado,Almôndega de aveia,Abobrinha,Torrone,1,0,0,0,0,0,0,0,102,25,69
2024,6,sáb,8,0.0,Bife,Omelete,Chuchu,Bolinho,1,0,0,1,0,0,0,0,103,24,68
2024,6,seg,10,525.0,Frango empanado,Bife de grão de bico,Vagem,Bananada,1,0,0,0,1,0,0,0,105,22,66
2024,6,ter,11,646.0,Carne em cubos,Curry de legumes,Batata,Arroz doce,1,0,0,0,0,0,0,0,106,21,65
2024,6,qua,12,644.0,Bife,Tomate recheado,Macarrão,Barra de cereais,1,0,0,0,0,0,0,0,107,20,64
2024,6,qui,13,505.0,Pernil,Omelete,Mandioca,Pudim de maria mole,1,0,0,0,0,0,0,0,108,19,63
2024,6,sex,14,301.0,Frango assado,PVT,Polenta,Mousse de limão,1,0,0,0,0,0,0,0,109,18,62
2024,6,sáb,15,0.0,Lombo,Lasanha de abobrinha,Farofa,Espumone,1,0,0,1,0,0,0,0,110,17,61
2024,6,seg,17,493.0,Linguiça,Moussaka,Virado,Iogurte,1,0,0,0,1,0,0,0,112,15,59
2024,6,ter,18,585.0,Quibe,Quibe de PVT,Purês,Gelatina,1,0,0,0,0,0,0,0,113,14,58
2024,6,qua,19,336.0,Filé de peixe,Grãos com queijo,Couve-flor,Cocada,1,0,0,0,0,0,0,0,114,13,57
2024,6,qui,20,593.0,Carne louca,Almôndega de aveia,Polenta,Kit junino,1,0,0,0,0,0,0,0,115,12,56
2024,6,sex,21,272.0,Filé de frango,Baião de dois,Legumes,Brigadeirão,1,0,0,0,0,0,0,0,116,11,55
2024,6,sáb,22,0.0,Bife,Ovo frito,Abobrinha,Pão de mel,1,0,0,1,0,0,0,0,117,10,54
2024,6,seg,24,395.0,Carne em cubos,Quibe de brócolis,Batata doce,Pé de moça,1,0,0,0,1,0,0,0,119,8,52
2024,6,ter,25,438.0,Hamburguer,Hamburguer de PVT,Purês,Chocolate,1,0,0,0,0,0,0,0,120,7,51
2024,6,qua,26,354.0,Estrogonofe de frango,PVT,Batata palha,Canjica,1,0,0,0,0,0,0,0,121,6,50
2024,6,qui,27,385.0,Carne moída,Ovo cozido,Nhoque,Bolinho,1,0,0,0,0,0,0,0,122,5,49
2024,6,sáb,29,0.0,Cubos de pernil,PVT,Couve,Curau,1,0,0,1,0,0,0,0,124,3,47
2024,7,ter,2,163.0,Isca de frango,Bife de feijão,Batata doce,Manjar,0,0,1,1,0,0,0,0,0,0,44
2024,7,qua,3,156.0,Feijoada,Feijoada vegetariana,Couve,Gelatina,0,0,1,1,1,0,0,1,0,0,43
2024,7,qui,4,111.0,Carne moída,Ovo frito,Macarrão,Chocolate,0,0,1,1,1,0,0,2,0,0,42
2024,7,sex,5,99.0,Isca de carne,Quibe de brócolis,Chuchu,Barra de cereais,0,0,1,1,1,0,0,3,0,0,41
2024,7,sáb,6,0.0,Carne em cubos,PVT,Mandioca,Brigadeirão,0,0,1,1,1,0,0,4,0,0,40
2024,7,qua,10,105.0,Linguiça,Grão de bico,Farofa,Chocolate,0,0,1,1,1,0,0,8,0,0,36
2024,7,qui,11,128.0,Lasanha bolonhesa,não informado,Acelga,Gelatina,0,0,1,1,1,0,0,9,0,0,35
2024,7,sex,12,106.0,Frango assado,Bife de lentilha,Polenta,Bombom,0,0,1,1,1,0,0,10,0,0,34
2024,7,sáb,13,0.0,Lagarto,Estrogonofe de PVT,Legumes,Flan de baunilha,0,0,1,1,1,0,0,11,0,0,33
2024,7,seg,15,96.0,Carne em cubos,Almôndega de aveia,Legumes,Torrone,0,0,1,1,1,0,0,13,0,0,31
2024,7,ter,16,116.0,Lombo,Curry de legumes,Abobrinha,Beijinho,0,0,1,1,1,0,0,14,0,0,30
2024,7,qua,17,116.0,Hamburguer,Bife de grão de bico,Purês,Arroz doce,0,0,1,1,1,0,0,15,0,0,29
2024,7,qui,18,116.0,Frango empanado,Cassoulet,Creme de milho,Banana caramelada,0,0,1,1,1,0,0,16,0,0,28
2024,7,sex,19,84.0,Carne moída,Hamburguer de PVT,Macarrão,Goiabada,0,0,1,1,1,0,0,17,0,0,27
2024,7,sáb,20,0.0,Bisteca,Ovo frito,Couve-flor,Iogurte,0,0,1,1,1,0,0,18,0,0,26
2024,7,seg,22,95.0,Frango empanado,Omelete,Creme de milho,Bananada,0,0,1,1,1,0,0,20,0,0,24
2024,7,ter,23,108.0,Estrogonofe de carne,PVT,Batata palha,Canjica,0,0,1,1,1,0,0,21,0,0,23
2024,7,qua,24,99.0,Bife,Tomate recheado,Vagem,Mosaico,0,0,1,1,1,0,0,22,0,0,22
2024,7,qui,25,101.0,Pernil,Moussaka,Farofa,Cocada,0,0,1,1,1,0,0,23,0,0,21
2024,7,sex,26,79.0,Peixe frito,Grãos com queijo,Brócolis,Bolinho,0,0,1,1,1,0,0,24,0,0,20
2024,7,sex,26,79.0,Peixe frito,Grãos com queijo,Brócolis,Bolinho,0,0,1,1,1,0,0,24,0,0,20
2024,7,sáb,27,0.0,Filé de frango,Bife de feijão,Ervilha parmentier,Barra de cereais,0,0,1,1,1,0,0,25,0,0,19
2024,7,seg,29,100.0,Bife,Quibe de PVT,Chuchu,Pão de mel,0,0,1,1,1,0,0,27,0,0,17
2024,7,ter,30,127.0,Lombo,Lasanha de abobrinha,Batata,Goiabada,0,0,1,1,1,0,0,28,0,0,16
2024,7,qua,31,139.0,Frango assado,Ovo cozido,Polenta,Pudim de maria mole,0,0,1,1,1,0,0,29,0,0,15
2024,8,qui,1,136.0,Lagarto,Estrogonofe de grão de bico,Legumes,Picolé,0,0,1,1,1,0,0,30,0,0,14
2024,8,sex,2,121.0,Bife,Suflê de legumes,Acelga,Bolinho,0,0,1,1,1,0,0,31,0,0,13
2024,8,sáb,3,0.0,Pernil,Moussaka,Couve,Mousse de limão,0,0,1,1,1,0,0,32,0,0,12
2024,8,seg,5,505.0,Frango empanado,Almôndega de aveia,Creme de milho,Doce de leite,1,0,0,0,1,0,0,0,0,129,10
2024,8,ter,6,586.0,Lasanha bolonhesa,Lasanha de PVT,Legumes,Bolinho,1,0,0,0,0,0,0,0,1,128,9
2024,8,qua,7,588.0,Isca de carne,Cassoulet,Batata doce,Mousse de maracujá,1,0,0,0,0,0,0,0,2,127,8
2024,8,qui,8,690.0,Feijoada,Feijoada vegetariana,Couve,Gelatina,1,0,0,0,0,0,0,0,3,126,7
2024,8,sex,9,205.0,Filé de peixe,PVT,Batata,Surpresa de abacaxi,1,0,0,0,0,0,0,0,4,125,6
2024,8,sáb,10,0.0,Filé de frango,Ovo frito,Polenta,Arroz doce,1,0,0,1,0,0,0,0,5,124,5
2024,8,seg,12,582.0,Linguiça,PVT,Farofa,Goiabada,1,0,0,0,1,0,0,0,7,122,3
2024,8,ter,13,691.0,Bife,Tomate recheado,Ervilha parmentier,Bombom,1,0,0,0,0,0,0,0,8,121,2
2024,8,qua,14,691.0,Hamburguer,Hamburguer de PVT,Macarrão,Sorvete,1,0,0,1,0,1,0,0,9,120,1
2024,8,seg,19,532.0,Frango empanado,PVT,Legumes,Doce de banana,1,0,0,0,1,0,0,0,14,115,14
2024,8,ter,20,667.0,Carne moída,Curry de legumes,Abobrinha,Gelatina,1,0,0,0,0,0,0,0,15,114,13
2024,8,qua,21,587.0,Estrogonofe de carne,Grão de bico,Batata palha,Barra de cereais,1,0,0,0,0,0,0,0,16,113,12
2024,8,qui,22,486.0,Lombo,Omelete,Mandioca,Brigadeirão,1,0,0,0,0,0,0,0,17,112,11
2024,8,sex,23,260.0,Carne em cubos,Quibe de brócolis,Nhoque,Pudim de pão,1,0,0,0,0,0,0,0,18,111,10
2024,8,sáb,24,0.0,Frango assado,Grãos com queijo,Vagem,Torrone,1,0,0,1,0,0,0,0,19,110,9
2024,8,seg,26,589.0,Fricassê de frango,Bife de PVT,Batata palha,Barra de cereais,1,0,0,0,1,0,0,0,21,108,7
2024,8,ter,27,808.0,Lombo,Bife de grão de bico,Farofa,Sorvete,1,0,0,0,0,0,0,0,22,107,6
2024,8,qua,28,627.0,Carne moída,PVT,Batata,Manjar,1,0,0,0,0,0,0,0,23,106,5
2024,8,qui,29,627.0,Bife,Lasanha de queijo,Couve-flor,Chocolate,1,0,0,0,0,0,0,0,24,105,4
2024,8,sex,30,338.0,Frango assado,Almôndega de aveia,Polenta,Iogurte,1,0,0,0,0,0,0,0,25,104,3
2024,8,sáb,31,0.0,Carne em cubos,Omelete,Cuscuz,Mosaico,1,0,0,1,0,0,0,0,26,103,2
2024,9,ter,3,156.0,Lasanha bolonhesa,Lasanha de PVT,Vagem,Doce de abóbora,0,1,0,1,1,1,1,0,29,100,0
2024,9,qua,4,124.0,Frango assado,Xadrez de grão de bico,Ervilha parmentier,Barra de cereais,0,1,0,1,1,1,1,0,30,99,0
2024,9,qui,5,132.0,Carne louca,Ovo cozido,Polenta,Arroz doce,0,1,0,1,1,1,1,0,31,98,0
2024,9,sex,6,122.0,Filé de frango,Quibe de abóbora,Abobrinha,Pudim de maria mole,0,1,0,1,1,1,1,0,32,97,0
2024,9,seg,9,409.0,Frango empanado,Suflê de legumes,Creme de milho,Barra de cereais,1,0,0,0,1,0,0,0,35,94,33
2024,9,ter,10,632.0,Carne moída,Bife de grão de bico,Batata,Gelatina,1,0,0,0,0,0,0,0,36,93,32
2024,9,qua,11,632.0,Bife,Omelete,Macarrão,Cocada,1,0,0,0,0,0,0,0,37,92,31
2024,9,qui,12,582.0,Pernil,Moussaka,Couve,Manjar,1,0,0,0,0,0,0,0,38,91,30
2024,9,sex,13,196.0,Filé de peixe,Batatalhoada,Brócolis,Torrone,1,0,0,0,0,0,0,0,39,90,29
2024,9,sáb,14,0.0,Lombo,Quibe de brócolis,Farofa,Espumone,1,0,0,1,0,0,0,0,40,89,28
2024,9,ter,17,701.0,Lombo,Almôndega de aveia,Couve-flor,Gelatina,1,0,0,0,0,0,0,0,43,86,25
2024,9,qua,18,619.0,Carne moída,Grãos gratinados,Macarrão,Chocolate,1,0,0,0,0,0,0,0,44,85,24
2024,9,qui,19,656.0,Estrogonofe de carne,PVT,Batata palha,Surpresa de abacaxi,1,0,0,0,0,0,0,0,45,84,23
2024,9,sex,20,243.0,File de peixe ou frango,Grão de bico,Polenta,Iogurte,1,0,0,0,0,0,0,0,46,83,22
2024,9,sáb,21,0.0,Bife,Batata especial,Acelga,Bombom,1,0,0,1,0,0,0,0,47,82,21
2024,9,seg,23,576.0,Frango empanado,PVT,Creme de milho,Torrone,1,0,0,0,1,0,0,0,49,80,19
2024,9,ter,24,812.0,Hamburguer,Hamburguer de lentilha,Macarrão,Picolé,1,0,0,0,0,0,0,0,50,79,18
2024,9,qua,25,538.0,Bife,Cassoulet,Ervilha parmentier,Brigadeirão,1,0,0,0,0,0,0,0,51,78,17
2024,9,qui,26,610.0,Frango assado,Escondidinho de PVT,Chuchu,Bolinho,1,0,0,0,0,0,0,0,52,77,16
2024,9,sex,27,298.0,Pernil,Ovo frito,Farofa,Mousse de limão,1,0,0,0,0,0,0,0,53,76,15
2024,9,sáb,28,0.0,Carne em cubos,Xadrez de PVT,Batata doce,Doce de leite,1,0,0,1,0,0,0,0,54,75,14
