Ano,Mês,Dia_semana,Dia_mês,refeicao,total,prato_principal_1,prato_principal_2,guarnição,sobremesa_1,Precipitacao_mm,Temp_max_C,Temp_min_C,Umid_rel_ar,Vento_velocidade_ms,Vento_rajada_maxima_ms,letivo,feriado,ferias,vespera_nao_letivo,pos_nao_letivo,vespera_feriado,pos_feriado,dias_desde_inicio_ferias,dias_desde_ultimas_ferias,dias_ate_ferias,dias_ate_feriado
2023,6,ter,27,jantar,2392.0,Peixe frito,Omelete,Batata,Manjar,0.0,22.233333333333334,19.866666666666667,61.333333333333336,0.0,1.6666666666666667,1,0,0,0,0,0,0,0,106,18,48
2023,6,qua,28,almoco,2821.0,Filé de frango,Lasanha de queijo,Cenoura,Gelatina,0.0,24.733333333333334,23.099999999999998,44.333333333333336,2.4,7.033333333333334,1,0,0,0,0,0,0,0,107,17,47
2023,6,qua,28,jantar,2136.0,Bife,PVT,Couve-flor,Iogurte,0.0,22.733333333333334,20.466666666666665,53.666666666666664,0.2333333333333333,3.0,1,0,0,0,0,0,0,0,107,17,47
2023,6,qui,29,almoco,2728.0,Bife,Ovo cozido,Nhoque,Kit junino,0.0,23.866666666666664,22.46666666666667,45.333333333333336,2.1333333333333333,5.400000000000001,1,0,0,0,0,0,0,0,108,16,46
2023,6,qui,29,jantar,2178.0,Frango assado,Almôndega de grão de bico,Cuscuz,Kit junino,0.0,22.03333333333333,20.433333333333334,55.666666666666664,1.2333333333333334,4.1000000000000005,1,0,0,0,0,0,0,0,108,16,46
2023,6,sex,30,almoco,2323.0,Pernil,Bife de PVT,Farofa,Mousse de limão,0.0,22.566666666666666,20.933333333333334,51.0,2.733333333333333,7.166666666666667,1,0,0,0,0,0,0,0,109,15,45
2023,6,sex,30,jantar,1708.0,Isca de carne,Tomate recheado,Batata doce,Chocolate,0.0,21.900000000000002,19.3,57.666666666666664,0.13333333333333333,1.8333333333333333,1,0,0,0,0,0,0,0,109,15,45
2023,7,sáb,1,almoco,1694.0,Lagarto,Bife de lentilha,Chuchu,Barra de cereais,0.0,23.066666666666666,21.766666666666666,47.0,0.7000000000000001,4.0,1,0,0,1,0,0,0,0,110,14,44
2023,7,seg,3,almoco,2172.0,Bife,Suflê de legumes,Batata doce,Goiabada,0.0,21.099999999999998,19.3,45.666666666666664,2.733333333333333,7.033333333333334,1,0,0,0,1,0,0,0,112,12,42
2023,7,seg,3,jantar,2266.0,Linguiça,PVT,Abobrinha,Chocolate,0.0,19.033333333333335,17.766666666666666,57.666666666666664,1.5333333333333332,5.233333333333333,1,0,0,0,1,0,0,0,112,12,42
2023,7,ter,4,almoco,2727.0,Isca de frango,Grão de bico,Batata palha,Canjica,0.0,20.366666666666664,18.566666666666666,50.666666666666664,2.8333333333333335,6.7,1,0,0,0,0,0,0,0,113,11,41
2023,7,ter,4,jantar,2208.0,Carne louca,Curry de legumes,Polenta,Manjar,0.0,20.2,17.733333333333334,59.0,0.0,1.3,1,0,0,0,0,0,0,0,113,11,41
2023,7,qua,5,almoco,2659.0,Feijoada,Feijoada vegetariana,Couve,Gelatina,0.0,22.099999999999998,20.099999999999998,41.666666666666664,1.9000000000000001,6.033333333333334,1,0,0,0,0,0,0,0,114,10,40
2023,7,qua,5,jantar,2117.0,Bife,Omelete,Mandioca,Torrone,0.0,21.099999999999998,18.5,54.666666666666664,0.0,1.4666666666666668,1,0,0,0,0,0,0,0,114,10,40
2023,7,qui,6,almoco,2429.0,Carne moída,Ovo frito,Macarrão,Chocolate,0.0,21.2,19.599999999999998,44.0,2.3666666666666667,7.066666666666666,1,0,0,0,0,0,0,0,115,9,39
2023,7,qui,6,jantar,2094.0,Filé de frango,Estrogonofe de PVT,Batata,Sagu,0.0,20.333333333333332,17.7,53.333333333333336,0.39999999999999997,2.8333333333333335,1,0,0,0,0,0,0,0,115,9,39
2023,7,sex,7,almoco,2267.0,Isca de carne,Quibe de brócolis,Legumes,Barra de cereais,0.0,22.133333333333336,20.266666666666666,41.0,2.3666666666666667,6.966666666666666,1,0,0,0,0,0,0,0,116,8,38
2023,7,sex,7,jantar,1532.0,Lombo,Almôndega de aveia,Farofa,Pudim de maria mole,0.0,21.566666666666666,18.866666666666667,52.0,0.0,1.0666666666666667,1,0,0,0,0,0,0,0,116,8,38
2023,7,sáb,8,almoco,1811.0,Frango assado,PVT,Repolho,Brigadeirão,0.0,23.899999999999995,21.96666666666667,37.333333333333336,2.6999999999999997,7.333333333333333,1,0,0,1,0,0,0,0,117,7,37
2023,7,seg,10,almoco,2091.0,Fricassê de frango,Bife de lentilha,Batata palha,Goiabada,0.0,25.633333333333336,23.7,46.333333333333336,2.1,5.3,1,0,0,0,1,0,0,0,119,5,35
2023,7,seg,10,jantar,1849.0,Bife,Tomate recheado,Brócolis,Barra de cereais,0.0,24.46666666666667,22.166666666666668,58.333333333333336,0.0,1.4000000000000001,1,0,0,0,1,0,0,0,119,5,35
2023,7,ter,11,almoco,1993.0,Lombo,Ovo cozido,Farofa,Pudim de maria mole,0.0,27.766666666666666,26.133333333333336,33.666666666666664,1.8333333333333333,4.6,1,0,0,0,0,0,0,0,120,4,34
2023,7,ter,11,jantar,1778.0,Carne em cubos,PVT,Nhoque,Chocolate,0.0,25.46666666666667,23.0,47.0,0.09999999999999999,2.566666666666667,1,0,0,0,0,0,0,0,120,4,34
2023,7,qua,12,almoco,2133.0,Estrogonofe de carne,Estrogonofe de grão de bico,Batata,Bolinho,0.0,26.166666666666668,24.53333333333333,37.333333333333336,2.466666666666667,6.733333333333333,1,0,0,0,0,0,0,0,121,3,33
2023,7,qua,12,jantar,1685.0,Filé de coxa,Ovo frito,Vagem,Manjar,0.0,25.0,23.166666666666668,44.333333333333336,1.1666666666666667,4.8999999999999995,1,0,0,0,0,0,0,0,121,3,33
2023,7,qui,13,almoco,2143.0,Lasanha bolonhesa,Lasanha de PVT,Cenoura,Gelatina,0.0,24.133333333333336,22.933333333333334,55.666666666666664,3.366666666666667,10.799999999999999,1,0,0,0,0,0,0,0,122,2,32
2023,7,qui,13,jantar,1215.0,Bisteca,Cassoulet,Virado,Bananada,0.0,21.866666666666664,20.53333333333333,29.333333333333332,1.4666666666666668,6.166666666666667,1,0,0,0,0,0,0,0,122,2,32
2023,7,sex,14,almoco,1711.0,Frango empanado,Curry de legumes,Acelga,Bombom,0.0,16.900000000000002,14.733333333333334,39.666666666666664,0.39999999999999997,4.866666666666666,1,0,0,1,0,0,0,0,123,1,31
2023,7,sex,14,jantar,903.0,Carne moída,Quibe de PVT,Ervilha parmentier,Doce de abóbora,0.0,16.599999999999998,14.6,47.333333333333336,0.7666666666666666,4.2,1,0,0,1,0,0,0,0,123,1,31
2023,7,sáb,15,almoco,791.0,Bife,Moussaka,Legumes,Flan de baunilha,0.0,19.766666666666666,18.033333333333335,36.666666666666664,2.8333333333333335,6.8,0,0,1,1,0,0,0,0,0,0,30
2023,7,seg,17,almoco,868.0,Bife,Almôndega de aveia,Mandioca,Torrone,0.0,25.766666666666666,24.133333333333336,46.333333333333336,0.9666666666666667,5.1000000000000005,0,0,1,1,1,0,0,2,0,0,28
2023,7,seg,17,jantar,890.0,Frango empanado,Ovo frito,Creme de milho,Barra de cereais,0.0,24.2,22.5,57.666666666666664,0.0,1.8,0,0,1,1,1,0,0,2,0,0,28
2023,7,ter,18,almoco,910.0,Linguiça,PVT,Ervilha parmentier,Beijinho,0.0,27.266666666666666,25.7,42.666666666666664,1.7,5.3999999999999995,0,0,1,1,1,0,0,3,0,0,27
2023,7,ter,18,jantar,897.0,Lasanha bolonhesa,Lasanha de queijo,Repolho com cenoura,Flan de baunilha,0.0,22.433333333333334,20.466666666666665,68.33333333333333,2.533333333333333,7.266666666666667,0,0,1,1,1,0,0,3,0,0,27
2023,7,qua,19,almoco,915.0,Hamburguer,Hamburguer de grão de bico,Purês,Sagu,0.0,22.133333333333336,20.3,62.666666666666664,2.2333333333333334,6.266666666666667,0,0,1,1,1,0,0,4,0,0,26
2023,7,qua,19,jantar,664.0,Pernil,PVT,Farofa,Goiabada,0.0,21.133333333333333,19.433333333333334,69.0,3.1666666666666665,7.966666666666666,0,0,1,1,1,0,0,4,0,0,26
2023,7,qui,20,almoco,852.0,Frango assado,Cassoulet,Polenta,Banana caramelada,0.0,21.5,19.6,60.0,3.6,7.6,0,0,1,1,1,0,0,5,0,0,25
2023,7,qui,20,jantar,551.0,Bife,Grãos com queijo,Legumes,Bombom,0.0,23.53333333333333,21.766666666666666,58.666666666666664,0.26666666666666666,3.266666666666666,0,0,1,1,1,0,0,5,0,0,25
2023,7,sex,21,almoco,730.0,Carne moída,PVT,Macarrão,Goiabada,0.0,22.900000000000002,21.099999999999998,58.0,3.033333333333333,7.133333333333333,0,0,1,1,1,0,0,6,0,0,24
2023,7,sex,21,jantar,538.0,Peixe frito,Quibe de brócolis,Batata,Marigel,0.0,22.866666666666664,21.0,57.333333333333336,0.7333333333333334,3.3000000000000003,0,0,1,1,1,0,0,6,0,0,24
2023,7,sáb,22,almoco,428.0,Lombo,Omelete,Virado,Iogurte,0.0,22.233333333333334,20.666666666666668,54.666666666666664,2.8333333333333335,7.366666666666667,0,0,1,1,1,0,0,7,0,0,23
2023,7,seg,24,almoco,809.0,Frango empanado,Lasanha de berinjela,Cenoura,Bananada,0.0,25.2,23.733333333333334,40.333333333333336,1.7666666666666666,5.666666666666667,0,0,1,1,1,0,0,9,0,0,21
2023,7,seg,24,jantar,635.0,Bife,Rondele,Chuchu,Goiabada,0.0,24.233333333333334,21.733333333333334,44.666666666666664,0.0,1.1666666666666667,0,0,1,1,1,0,0,9,0,0,21
2023,7,ter,25,almoco,844.0,Carne em cubos,Tomate recheado,Batata,Arroz doce,0.0,24.599999999999998,22.96666666666667,50.666666666666664,2.766666666666667,7.5,0,0,1,1,1,0,0,10,0,0,20
2023,7,ter,25,jantar,638.0,Lombo,Suflê de legumes,Couve,Beijinho,0.0,22.96666666666667,21.166666666666668,59.333333333333336,0.0,0.0,0,0,1,1,1,0,0,10,0,0,20
2023,7,qua,26,almoco,788.0,Bife,Bife de feijão,Legumes,Marigel,0.0,25.03333333333333,23.266666666666666,43.0,1.6333333333333335,5.466666666666666,0,0,1,1,1,0,0,11,0,0,19
2023,7,qua,26,jantar,610.0,Frango assado,Ovo cozido,Polenta,Iogurte,0.0,24.46666666666667,21.900000000000002,45.333333333333336,0.0,0.9333333333333332,0,0,1,1,1,0,0,11,0,0,19
2023,7,qui,27,almoco,807.0,Bisteca,Almôndega de PVT,Farofa,Cocada,0.0,26.233333333333334,24.53333333333333,34.666666666666664,2.8333333333333335,6.966666666666666,0,0,1,1,1,0,0,12,0,0,18
2023,7,qui,27,jantar,602.0,Hamburguer,Hamburguer de grão de bico,Macarrão,Manjar,0.0,25.166666666666668,22.599999999999998,38.0,0.43333333333333335,2.1999999999999997,0,0,1,1,1,0,0,12,0,0,18
2023,7,sex,28,almoco,703.0,Peixe frito,Omelete,Vagem,Banoffe,0.0,26.433333333333334,24.366666666666664,41.666666666666664,2.1999999999999997,6.033333333333334,0,0,1,1,1,0,0,13,0,0,17
2023,7,sex,28,jantar,545.0,Estrogonofe de carne,Estrogonofe de PVT,Batata palha,Gelatina,0.0,26.066666666666666,23.866666666666664,43.0,0.19999999999999998,3.4,0,0,1,1,1,0,0,13,0,0,17
2023,7,sáb,29,almoco,372.0,Pernil,Cassoulet,Couve-flor,Barra de cereais,0.0,22.0,20.266666666666666,60.333333333333336,2.6,6.766666666666667,0,0,1,1,1,0,0,14,0,0,16
2023,7,seg,31,almoco,821.0,Carne em cubos,Grãos com queijo,Legumes,Pão de mel,0.0,24.633333333333336,22.666666666666668,47.333333333333336,1.3666666666666665,4.866666666666667,0,0,1,1,1,0,0,16,0,0,14
2023,7,seg,31,jantar,693.0,Isca de frango,Curry de legumes,Batata palha,Canjica,0.0,23.400000000000002,21.266666666666666,50.666666666666664,0.3666666666666667,3.8000000000000003,0,0,1,1,1,0,0,16,0,0,14
2023,8,ter,1,almoco,943.0,Bife,Quibe de brócolis,Macarrão,Cocada,0.0,25.099999999999998,23.433333333333334,42.0,2.2333333333333334,6.2,0,0,1,1,1,0,0,17,0,0,13
2023,8,ter,1,jantar,716.0,Linguiça,Omelete,Couve,Mosaico,0.0,24.46666666666667,21.8,46.0,0.7000000000000001,2.3666666666666667,0,0,1,1,1,0,0,17,0,0,13
2023,8,qua,2,almoco,983.0,Frango assado,PVT,Polenta,Iogurte,0.0,26.433333333333334,24.3,37.666666666666664,1.5999999999999999,5.466666666666666,0,0,1,1,1,0,0,18,0,0,12
2023,8,qua,2,jantar,790.0,Estrogonofe de carne,Estrogonofe de legumes,Brócolis,Chocolate,0.0,25.900000000000002,23.233333333333334,44.0,0.0,1.0999999999999999,0,0,1,1,1,0,0,18,0,0,12
2023,8,qui,3,almoco,1028.0,Lombo,Cassoulet,Batata,Picolé,0.0,27.8,25.566666666666666,31.333333333333332,0.9666666666666667,3.533333333333333,0,0,1,1,1,0,0,19,0,0,11
2023,8,qui,3,jantar,694.0,Hamburguer,Hamburguer de PVT,Vagem,Pudim de maria mole,0.0,26.133333333333336,23.8,41.333333333333336,0.26666666666666666,3.1,0,0,1,1,1,0,0,19,0,0,11
2023,8,sex,4,almoco,991.0,Lagarto,Ovo frito,Farofa,Brigadeirão,0.0,27.399999999999995,25.833333333333332,29.333333333333332,1.6666666666666667,4.566666666666666,0,0,1,1,1,0,0,20,0,0,10
2023,8,sex,4,jantar,597.0,Frango assado,Almôndega de aveia,Chuchu,Barra de cereais,0.0,26.366666666666664,24.03333333333333,37.333333333333336,0.4000000000000001,3.6,0,0,1,1,1,0,0,20,0,0,10
2023,8,sáb,5,almoco,601.0,Bife,PVT,Batata doce,Mousse de morango,0.0,27.900000000000002,26.266666666666666,29.666666666666668,1.3,4.3,0,0,1,1,1,0,0,21,0,0,9
2023,8,seg,7,almoco,2421.0,Fricassê de frango,Curry de legumes,Batata palha,Doce de leite,0.0,27.53333333333333,25.833333333333332,27.666666666666668,3.0666666666666664,8.0,1,0,0,0,1,0,0,0,0,136,7
2023,8,seg,7,jantar,1809.0,Bife,Ovo cozido,Legumes,Bombom,0.0,27.733333333333334,24.900000000000002,34.0,0.3,2.466666666666667,1,0,0,0,1,0,0,0,0,136,7
2023,8,ter,8,almoco,2660.0,Lasanha bolonhesa,Lasanha de PVT,Chuchu,Rocambole de chocolate,0.0,24.266666666666666,22.333333333333332,55.333333333333336,3.233333333333333,6.8,1,0,0,0,0,0,0,0,1,135,6
2023,8,ter,8,jantar,2102.0,Pernil,Almôndega de aveia,Farofa,Flan de baunilha,0.0,22.833333333333332,21.400000000000002,60.333333333333336,4.166666666666667,10.666666666666666,1,0,0,0,0,0,0,0,1,135,6
2023,8,qua,9,almoco,2423.0,Bife,Omelete,Abobrinha,Mousse de limão,0.0,25.400000000000002,22.96666666666667,49.0,4.233333333333333,11.033333333333333,1,0,0,0,0,0,0,0,2,134,5
2023,8,qua,9,jantar,2305.0,Frango assado,Grão de bico,Macarrão,Sorvete,0.0,26.333333333333332,24.46666666666667,48.333333333333336,0.06666666666666667,2.533333333333333,1,0,0,0,0,0,0,0,2,134,5
2023,8,qui,10,almoco,2474.0,Feijoada,Feijoada vegetariana,Couve,Gelatina,0.0,26.733333333333334,24.5,41.666666666666664,3.533333333333333,8.700000000000001,1,0,0,0,0,0,0,0,3,133,4
2023,8,qui,10,jantar,1833.0,Carne louca,PVT,Polenta,Bolinho,0.0,27.53333333333333,25.03333333333333,43.333333333333336,0.6666666666666666,3.6999999999999997,1,0,0,0,0,0,0,0,3,133,4
2023,8,sex,11,almoco,1893.0,Filé de peixe,Suflê de legumes,Batata,Surpresa de abacaxi,0.0,28.46666666666667,26.366666666666664,35.666666666666664,2.2666666666666666,7.133333333333333,1,0,0,0,0,0,0,0,4,132,3
2023,8,sex,11,jantar,1362.0,Bife,Tomate recheado,Brócolis,Iogurte,0.0,29.03333333333333,25.866666666666664,44.666666666666664,2.9,9.066666666666666,1,0,0,0,0,0,0,0,4,132,3
2023,8,sáb,12,almoco,1166.0,Filé de frango,Bife de PVT,Vagem,Pudim de coco,0.0,29.633333333333336,27.7,31.0,2.4666666666666663,5.933333333333334,1,0,0,1,0,0,0,0,5,131,2
2023,8,qua,16,almoco,2667.0,Frango empanado,PVT,Creme de milho,Goiabada,0.0,25.833333333333332,24.2,47.0,3.4,7.766666666666667,1,0,0,0,1,0,1,0,9,127,19
2023,8,qua,16,jantar,2255.0,Bife,Quibe de brócolis,Abobrinha,Barra de cereais,0.0,25.133333333333336,23.366666666666664,52.0,1.2,5.2,1,0,0,0,1,0,1,0,9,127,19
2023,8,qui,17,almoco,2456.0,Carne moída,Bife de grão de bico,Ervilha parmentier,Bombom,0.0,25.450000000000003,23.450000000000003,44.5,2.8,6.7,1,0,0,0,0,0,0,0,10,126,18
2023,8,qui,17,jantar,2082.0,Lombo,PVT,Chuchu,Mousse de maracujá,0.0,25.666666666666668,23.566666666666666,46.0,0.0,1.5999999999999999,1,0,0,0,0,0,0,0,10,126,18
2023,8,sex,18,almoco,2591.0,Carne de panela,Moussaka,Nhoque,Sorvete,0.0,27.7,25.633333333333336,35.666666666666664,2.9,8.200000000000001,1,0,0,0,0,0,0,0,11,125,17
2023,8,sex,18,jantar,1835.0,Isca de frango,Omelete,Batata doce,Bolinho,0.0,26.733333333333334,24.733333333333334,41.0,0.5,3.766666666666667,1,0,0,0,0,0,0,0,11,125,17
2023,8,sáb,19,almoco,1470.0,Pernil,Curry de legumes,Farofa,Surpresa de banana,0.0,24.46666666666667,21.933333333333334,44.0,2.9,9.166666666666666,1,0,0,1,0,0,0,0,12,124,16
2023,8,seg,21,almoco,2831.0,Frango empanado,Quibe de PVT,Acelga,Bananada,0.0,24.733333333333334,22.400000000000002,48.666666666666664,1.3,4.833333333333333,1,0,0,0,1,0,0,0,14,122,14
2023,8,seg,21,jantar,2517.0,Carne em cubos,Ovo frito,Batata,Bolinho,0.0,25.566666666666666,23.266666666666666,46.0,0.2333333333333333,3.3666666666666667,1,0,0,0,1,0,0,0,14,122,14
2023,8,ter,22,almoco,2718.0,Bife,Tomate recheado,Legumes,Gelatina,0.0,27.900000000000002,26.03333333333333,34.0,3.0666666666666664,7.766666666666666,1,0,0,0,0,0,0,0,15,121,13
2023,8,ter,22,jantar,2418.0,Bisteca,Curry de legumes,Farofa,Alfajor,0.0,28.433333333333337,26.3,32.666666666666664,0.7666666666666666,3.5,1,0,0,0,0,0,0,0,15,121,13
2023,8,qua,23,almoco,2785.0,Estrogonofe de carne,Suflê de legumes,Batata palha,Barra de cereais,0.0,30.933333333333334,28.766666666666666,26.333333333333332,3.6666666666666665,9.266666666666666,1,0,0,0,0,0,0,0,16,120,12
2023,8,qua,23,jantar,2052.0,Peixe frito,Grãos com queijo,Cenoura,Pudim de pão,0.0,29.53333333333333,27.3,30.0,0.5333333333333333,3.8666666666666667,1,0,0,0,0,0,0,0,16,120,12
2023,8,qui,24,almoco,2608.0,Lombo,Omelete,Virado,Brigadeirão,0.0,31.96666666666667,29.933333333333334,29.0,2.2666666666666666,7.233333333333333,1,0,0,0,0,0,0,0,17,119,11
2023,8,qui,24,jantar,2455.0,Lasanha bolonhesa,Lasanha de PVT,Repolho,Goiabada,0.13333333333333333,25.53333333333333,23.566666666666666,60.333333333333336,0.3333333333333333,5.566666666666667,1,0,0,0,0,0,0,0,17,119,11
2023,8,sex,25,almoco,2665.0,Hamburguer,Hamburguer de grão de bico,Macarrão,Pudim de maria mole,0.0,29.633333333333336,27.666666666666668,37.333333333333336,2.6,7.1000000000000005,1,0,0,0,0,0,0,0,18,118,10
2023,8,sex,25,jantar,1744.0,Fricassê de frango,PVT,Vagem,Picolé,0.0,29.233333333333334,26.366666666666664,40.333333333333336,2.433333333333333,8.166666666666666,1,0,0,0,0,0,0,0,18,118,10
2023,8,sáb,26,almoco,1406.0,Carne em cubos,Bife de PVT,Purês,Torrone,0.19999999999999998,15.0,14.4,91.33333333333333,3.3333333333333335,8.666666666666666,1,0,0,1,0,0,0,0,19,117,9
2023,8,seg,28,almoco,2588.0,Linguiça,Curry de legumes,Farofa,Barra de cereais,0.0,19.599999999999998,17.066666666666666,67.66666666666667,1.7666666666666668,5.833333333333333,1,0,0,0,1,0,0,0,21,115,7
2023,8,seg,28,jantar,2406.0,Bife,Quibe de brócolis,Ervilha parmentier,Cocada,0.0,19.5,18.033333333333335,69.66666666666667,1.2666666666666666,5.3999999999999995,1,0,0,0,1,0,0,0,21,115,7
2023,8,ter,29,almoco,2810.0,Frango assado,Grão de bico,Polenta,Sorvete,0.0,19.599999999999998,18.23333333333333,78.33333333333333,2.0,5.266666666666667,1,0,0,0,0,0,0,0,22,114,6
2023,8,ter,29,jantar,2340.0,Isca de carne,PVT,Macarrão,Iogurte,0.0,20.866666666666667,19.766666666666666,77.33333333333333,0.09999999999999999,1.7,1,0,0,0,0,0,0,0,22,114,6
2023,8,qua,30,almoco,2726.0,Carne moída,Cassoulet,Batata,Pudim de pão,0.0,25.3,23.03333333333333,55.0,1.3333333333333333,5.3999999999999995,1,0,0,0,0,0,0,0,23,113,5
2023,8,qua,30,jantar,2291.0,Lombo,Ovo cozido,Virado,Goiabada,0.0,25.433333333333334,23.166666666666668,51.666666666666664,0.3333333333333333,2.5,1,0,0,0,0,0,0,0,23,113,5
2023,8,qui,31,almoco,2741.0,Bife,Lasanha de queijo,Couve-flor,Chocolate,0.0,26.666666666666668,24.0,42.666666666666664,1.2333333333333334,5.033333333333333,1,0,0,0,0,0,0,0,24,112,4
2023,8,qui,31,jantar,2411.0,Frango empanado,Suflê de legumes,Creme de milho,Gelatina,0.0,24.099999999999998,23.0,50.333333333333336,0.9,4.733333333333333,1,0,0,0,0,0,0,0,24,112,4
2023,9,sex,1,almoco,2236.0,Pernil,Almôndega de feijão,Cenoura,Bolinho,0.0,27.53333333333333,25.2,46.666666666666664,2.966666666666667,7.6000000000000005,1,0,0,0,0,0,0,0,25,111,3
2023,9,sex,1,jantar,1235.0,Lagarto,PVT,Legumes,Manjar,0.0,27.96666666666667,25.96666666666667,43.0,0.3666666666666667,2.9333333333333336,1,0,0,0,0,0,0,0,25,111,3
2023,9,sáb,2,almoco,979.0,Isca de carne,Ovo frito,Batata doce,Mosaico,0.0,29.5,27.46666666666667,47.333333333333336,4.233333333333333,10.066666666666668,1,0,0,1,0,0,0,0,26,110,2
2023,9,seg,4,almoco,1192.0,Bife,Tomate recheado,Mandioca,Goiabada,0.0,30.233333333333334,28.2,47.666666666666664,4.233333333333333,9.799999999999999,0,1,0,1,1,1,0,0,28,108,0
2023,9,seg,4,jantar,1101.0,Fricassê de frango,Curry de legumes,Batata palha,Pão de mel,0.0,30.099999999999998,28.8,46.333333333333336,1.6333333333333335,6.5,0,1,0,1,1,1,0,0,28,108,0
2023,9,ter,5,almoco,1278.0,Lasanha bolonhesa,Lasanha de PVT,Vagem,Barra de cereais,0.0,24.666666666666668,22.46666666666667,74.0,2.8000000000000003,6.533333333333334,0,1,0,1,1,1,1,0,29,107,0
2023,9,ter,5,jantar,976.0,Pernil,Omelete,Farofa,Gelatina,0.0,26.633333333333336,25.233333333333334,67.66666666666667,0.39999999999999997,3.3333333333333335,0,1,0,1,1,1,1,0,29,107,0
2023,9,qua,6,almoco,1157.0,Frango empanado,Estrogonofe de grão de bico,Legumes,Pudim de pão,0.0,24.833333333333332,23.0,58.666666666666664,2.6,7.099999999999999,0,1,0,1,1,1,1,0,30,106,0
2023,9,qua,6,jantar,877.0,Hamburguer,Hamburguer de PVT,Macarrão,Sorvete,0.0,24.099999999999998,22.433333333333334,63.0,3.033333333333333,8.200000000000001,0,1,0,1,1,1,1,0,30,106,0
2023,9,seg,11,almoco,2631.0,Frango empanado,Bife de grão de bico,Creme de milho,Doce de banana,0.0,28.03333333333333,26.3,33.666666666666664,2.9,9.366666666666665,1,0,0,0,1,0,0,0,35,101,31
2023,9,seg,11,jantar,2384.0,Bife,Lasanha de queijo,Legumes,Goiabada,0.0,28.333333333333332,26.599999999999998,32.0,1.4333333333333333,4.7,1,0,0,0,1,0,0,0,35,101,31
2023,9,ter,12,almoco,2618.0,Carne louca,Suflê de legumes,Batata,Arroz doce,0.0,29.266666666666666,26.8,30.0,2.3666666666666667,7.233333333333333,1,0,0,0,0,0,0,0,36,100,30
2023,9,ter,12,jantar,2338.0,Linguiça,PVT,Abobrinha,Bombom,0.0,29.099999999999998,26.53333333333333,32.333333333333336,0.43333333333333335,2.766666666666667,1,0,0,0,0,0,0,0,36,100,30
2023,9,qua,13,almoco,2656.0,Isca de carne,PVT,Macarrão,Barra de cereais,0.0,31.3,29.5,27.333333333333332,3.966666666666667,9.933333333333332,1,0,0,0,0,0,0,0,37,99,29
2023,9,qua,13,jantar,2356.0,Filé de coxa,Almôndega de aveia,Cuscuz,Mosaico,0.0,31.2,29.53333333333333,28.333333333333332,1.5999999999999999,5.800000000000001,1,0,0,0,0,0,0,0,37,99,29
2023,9,qui,14,almoco,2418.0,Pernil,Ovo frito,Couve,Manjar,0.0,20.966666666666665,19.3,78.33333333333333,2.4,7.366666666666667,1,0,0,0,0,0,0,0,38,98,28
2023,9,qui,14,jantar,2411.0,Estrogonofe de carne,Estrogonofe de legumes,Batata palha,Bolinho,0.4666666666666666,16.566666666666666,16.099999999999998,94.33333333333333,1.2333333333333334,3.6333333333333333,1,0,0,0,0,0,0,0,38,98,28
2023,9,sex,15,almoco,2116.0,Filé de peixe,Grãos com queijo,Brócolis,Sorvete,0.0,21.766666666666666,19.233333333333334,57.0,1.5,3.966666666666667,1,0,0,0,0,0,0,0,39,97,27
2023,9,sex,15,jantar,1755.0,Carne em cubos,Ovo cozido,Nhoque,Brigadeirão,0.0,23.96666666666667,22.03333333333333,44.666666666666664,1.0666666666666667,4.0,1,0,0,0,0,0,0,0,39,97,27
2023,9,sáb,16,almoco,1505.0,Lombo,Moussaka,Farofa,Espumone,0.0,27.866666666666664,25.5,47.666666666666664,2.533333333333333,7.266666666666667,1,0,0,1,0,0,0,0,40,96,26
2023,9,seg,18,almoco,2620.0,Linguiça,PVT,Purês,Iogurte,0.0,30.46666666666667,28.099999999999998,39.666666666666664,1.7,6.666666666666667,1,0,0,0,1,0,0,0,42,94,24
2023,9,seg,18,jantar,2399.0,Frango empanado,Grãos com queijo,Chuchu,Doce de abóbora,0.06666666666666667,22.933333333333334,21.3,75.66666666666667,0.03333333333333333,3.033333333333333,1,0,0,0,1,0,0,0,42,94,24
2023,9,ter,19,almoco,2626.0,Carne de panela,Almôndega de feijão,Macarrão,Gelatina,0.0,30.933333333333337,29.066666666666666,29.666666666666668,1.2,5.766666666666667,1,0,0,0,0,0,0,0,43,93,23
2023,9,ter,19,jantar,2275.0,Lombo,Cassoulet,Virado,Bolinho,0.0,31.233333333333334,28.666666666666668,31.666666666666668,0.0,0.0,1,0,0,0,0,0,0,0,43,93,23
2023,9,qua,20,almoco,2666.0,Frango assado,Ovo frito,Polenta,Torrone,0.0,30.566666666666666,28.7,29.333333333333332,2.3000000000000003,6.933333333333334,1,0,0,0,0,0,0,0,44,92,22
2023,9,qua,20,jantar,2101.0,Bife,Bife de PVT,Repolho,Mousse de maracujá,0.0,31.03333333333333,29.166666666666668,33.666666666666664,1.3,5.233333333333333,1,0,0,0,0,0,0,0,44,92,22
2023,9,qui,21,almoco,2706.0,Estrogonofe de carne,Quibe de brócolis,Batata palha,Curau,0.0,31.099999999999998,29.0,33.666666666666664,1.9333333333333336,6.166666666666667,1,0,0,0,0,0,0,0,45,91,21
2023,9,qui,21,jantar,2131.0,Bisteca,Omelete,Farofa,Picolé,0.0,31.333333333333332,29.433333333333334,36.0,0.0,1.6666666666666667,1,0,0,0,0,0,0,0,45,91,21
